Produzione storica annuale di idrocarburi;;;;;
Anni 1980-2003;;;;;
Nota: per le righe dove è riportato il valore zero in corrispondenza della colonna 'Anno' il valore della colonna 'Produzione' rappresenta la produzione cumulata ottenuta negli anni antecedenti il 1980;;;;;
Gas naturale in migliaia di Smc - Olio greggio in tonnellate;;;;;
Minerale;Ub;Regione;Titolo;Anno;Produzione
Gas;Mare;;MANCHE DI CIMALIA;1996;2.609
Gas;Mare;;MANCHE DI CIMALIA;1997;2.209
Gas;Mare;;MANCHE DI CIMALIA;1998;2.004
Gas;Mare;;MANCHE DI CIMALIA;1999;1.743
Gas;Mare;;MANCHE DI CIMALIA;2000;1.716
Gas;Mare;;MANCHE DI CIMALIA;2001;1.240
Gas;Mare;;MANCHE DI CIMALIA;2002;1.052
Gas;Mare;;MANCHE DI CIMALIA;2003;814
Gas;Mare;;MANCHE DI CIMALIA;2004;875
Gas;Mare;;MELANICO;1982;693
Gas;Mare;;MELANICO;1984;394
Gas;Mare;Zona A;PORTO CORSINI MARE;0;8.989.000
Gas;Mare;Zona A;PORTO CORSINI MARE;1980;184.849
Gas;Mare;Zona A;PORTO CORSINI MARE;1981;207.005
Gas;Mare;Zona A;PORTO CORSINI MARE;1982;265.571
Gas;Mare;Zona A;PORTO CORSINI MARE;1983;244.384
Gas;Mare;Zona A;PORTO CORSINI MARE;1984;454.784
Gas;Mare;Zona A;PORTO CORSINI MARE;1985;623.773
Gas;Mare;Zona A;PORTO CORSINI MARE;1986;718.431
Gas;Mare;Zona A;PORTO CORSINI MARE;1987;694.314
Gas;Mare;Zona A;PORTO CORSINI MARE;1988;611.135
Gas;Mare;Zona A;PORTO CORSINI MARE;1989;459.208
Gas;Mare;Zona A;PORTO CORSINI MARE;1990;808.950
Gas;Mare;Zona A;PORTO CORSINI MARE;1991;581.049
Gas;Mare;Zona A;PORTO CORSINI MARE;1992;435.479
Gas;Mare;Zona A;PORTO CORSINI MARE;1993;343.137
Gas;Mare;Zona A;PORTO CORSINI MARE;1994;266.793
Gas;Mare;Zona A;PORTO CORSINI MARE;1995;210.780
Gas;Mare;Zona A;PORTO CORSINI MARE;1996;165.061
Gas;Mare;Zona A;PORTO CORSINI MARE;1997;206.013
Gas;Mare;Zona A;PORTO CORSINI MARE;1998;182.694
Gas;Mare;Zona A;PORTO CORSINI MARE;1999;311.643
Gas;Mare;Zona A;PORTO CORSINI MARE;2000;264.805
Gas;Mare;Zona A;PORTO CORSINI MARE;2001;162.446
Gas;Mare;Zona A;PORTO CORSINI MARE;2002;187.375
Gas;Mare;Zona A;PORTO CORSINI MARE;2003;155.691
Gas;Mare;Zona A;PUNTA MARINA MARE;0;118.300
Gas;Mare;Zona A;PUNTA MARINA MARE;1980;3.616
Gas;Mare;Zona A;PUNTA MARINA MARE;1981;4.260
Gas;Mare;Zona A;PUNTA MARINA MARE;1982;2.702
Gas;Mare;Zona A;PUNTA MARINA MARE;1983;3.919
Gas;Mare;Zona A;PUNTA MARINA MARE;1984;4.281
Gas;Mare;Zona A;PUNTA MARINA MARE;1985;3.587
Gas;Mare;;S. MARIA IMBARO;1986;93
Gas;Mare;;S. MARIA IMBARO;1987;39
Gas;Mare;;S. MARIA IMBARO;1988;79
Gas;Mare;;S. MARIA IMBARO;1989;137
Gas;Mare;;S. MARIA IMBARO;1990;308
Gas;Mare;;S. MARIA IMBARO;1991;363
Gas;Mare;;S. MARIA IMBARO;1992;150
Gas;Mare;;S. MARIA IMBARO;1994;16
Gas;Mare;;TRESIGALLO;0;1.484.600
Gas;Mare;;TRESIGALLO;1980;16.174
Gas;Mare;;TRESIGALLO;1981;10.179
Gas;Mare;;TRESIGALLO;1982;13.677
Gas;Mare;;TRESIGALLO;1983;8.973
Gas;Mare;;TRESIGALLO;1984;7.377
Gas;Mare;;TRESIGALLO;1985;6.644
Gas;Mare;;TRESIGALLO;1986;11.892
Gas;Mare;;TRESIGALLO;1987;9.313
Gas;Mare;;TRESIGALLO;1988;8.926
Gas;Mare;;TRESIGALLO;1989;2.978
Gas;Mare;;TRESIGALLO;1990;61.680
Gas;Mare;;TRESIGALLO;1991;59.538
Gas;Mare;;TRESIGALLO;1992;58.398
Gas;Mare;;TRESIGALLO;1993;66.982
Gas;Mare;;TRESIGALLO;1994;55.944
Gas;Mare;;TRESIGALLO;1995;45.976
Gas;Mare;;TRESIGALLO;1996;37.548
Gas;Mare;;TRESIGALLO;1997;39.617
Gas;Mare;;TRESIGALLO;1998;37.552
Gas;Mare;;TRESIGALLO;1999;24.946
Gas;Mare;;TRESIGALLO;2000;19.955
Gas;Mare;;TRESIGALLO;2001;7.448
Gas;Mare;;TRESIGALLO;2002;2.662
Olio;Terra;Abruzzo;ALANNO;1986;135
Olio;Terra;Abruzzo;ALANNO;1987;64
Olio;Terra;Abruzzo;BUCCHIANICO;2001;537
Olio;Terra;Basilicata;CALDAROSA;1992;918
Olio;Terra;Basilicata;CALDAROSA;1994;1.380
Olio;Terra;Basilicata;CALDAROSA;1996;1.458
Olio;Terra;Basilicata;CALDAROSA;1997;106.154
Olio;Terra;Basilicata;CALDAROSA;1998;111.803
Olio;Terra;Basilicata;CALDAROSA;1999;75.126
Olio;Terra;Basilicata;CALDAROSA;2000;84.040
Olio;Terra;Basilicata;CALDAROSA;2001;19.323
Olio;Terra;Basilicata;CAMASTRA/TEMPA D'EMMA;1992;5.668
Olio;Terra;Basilicata;CAMASTRA/TEMPA D'EMMA;1996;75.778
Olio;Terra;Basilicata;CAMASTRA/TEMPA D'EMMA;1997;70.117
Olio;Terra;Basilicata;CAMASTRA/TEMPA D'EMMA;1998;2.629
Olio;Terra;Puglia;CANDELA;0;84.600
Olio;Terra;Puglia;CANDELA;1980;4.018
Olio;Terra;Puglia;CANDELA;1981;3.441
Olio;Terra;Puglia;CANDELA;1982;2.610
Olio;Terra;Puglia;CANDELA;1983;2.841
Olio;Terra;Puglia;CANDELA;1984;2.091
Olio;Terra;Puglia;CANDELA;1985;1.891
Olio;Terra;Puglia;CANDELA;1986;2.672
Olio;Terra;Puglia;CANDELA;1987;1.895
Olio;Terra;Puglia;CANDELA;1988;1.158
Olio;Terra;Puglia;CANDELA;1989;929
Olio;Terra;Puglia;CANDELA;1990;496
Olio;Terra;Puglia;CANDELA;1991;433
Olio;Terra;Puglia;CANDELA;1992;176
Olio;Terra;Molise;CAPOIACCIO;0;247.000
Olio;Terra;Molise;CAPOIACCIO;1980;9.865
Olio;Terra;Molise;CAPOIACCIO;1981;8.366
Olio;Terra;Molise;CAPOIACCIO;1982;7.184
Olio;Terra;Molise;CAPOIACCIO;1983;6.095
Olio;Terra;Molise;CAPOIACCIO;1984;5.004
Olio;Terra;Molise;CAPOIACCIO;1985;4.734
Olio;Terra;Molise;CAPOIACCIO;1986;4.539
Olio;Terra;Molise;CAPOIACCIO;1987;2.668
Olio;Terra;Campania;COLLI AUGUSTI;0;28.500
Olio;Terra;Campania;COLLI AUGUSTI;1980;3.160
Olio;Terra;Campania;COLLI AUGUSTI;1981;3.298
Olio;Terra;Campania;COLLI AUGUSTI;1982;3.998
Olio;Terra;Campania;COLLI AUGUSTI;1983;4.668
Olio;Terra;Campania;COLLI AUGUSTI;1984;4.122
Olio;Terra;Campania;COLLI AUGUSTI;1985;2.925
Olio;Terra;Campania;COLLI AUGUSTI;1986;1.398
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;0;967.700
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1980;3.770
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1981;5.192
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1982;5.266
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1983;5.722
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1984;3.118
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1985;3.468
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1986;3.281
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1987;4.100
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1988;2.298
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1989;10.458
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1990;5.548
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1991;2.635
Olio;Terra;Emilia Romagna;CORTEMAGGIORE;1992;23
Olio;Terra;Basilicata;COSTAMOLINA;1983;494
Olio;Terra;Basilicata;COSTAMOLINA;1992;539
Olio;Terra;Basilicata;COSTAMOLINA;1993;8
Olio;Terra;Basilicata;COSTAMOLINA;1996;680
Olio;Terra;Basilicata;COSTAMOLINA;1997;1.400
Olio;Terra;Sicilia;DISUERI;0;147.633
Olio;Terra;Sicilia;DISUERI;1980;537
Olio;Terra;Sicilia;DISUERI;1981;108
Olio;Terra;Sicilia;DISUERI;1982;2.654
Olio;Terra;Sicilia;DISUERI;1983;1.944
Olio;Terra;Sicilia;DISUERI;1984;969
Olio;Terra;Sicilia;DISUERI;1985;1.023
Olio;Terra;Sicilia;DISUERI;1986;876
Olio;Terra;Sicilia;DISUERI;1987;624
Olio;Terra;Sicilia;DISUERI;1988;449
Olio;Terra;Sicilia;DISUERI;1989;257
Olio;Terra;Sicilia;DISUERI;1990;292
Olio;Terra;Sicilia;DISUERI;1991;265
Olio;Terra;Sicilia;DISUERI;1992;1.544
Olio;Terra;Sicilia;DISUERI;1993;1.042
Olio;Terra;Sicilia;DISUERI;1994;11
Olio;Terra;Marche;FIUME TENNA;0;448.772
Olio;Terra;Marche;FIUME TENNA;1980;68.277
Olio;Terra;Marche;FIUME TENNA;1981;40.745
Olio;Terra;Marche;FIUME TENNA;1982;24.132
Olio;Terra;Marche;FIUME TENNA;1983;84.231
Olio;Terra;Marche;FIUME TENNA;1984;77.039
Olio;Terra;Marche;FIUME TENNA;1985;42.542
Olio;Terra;Marche;FIUME TENNA;1986;31.510
Olio;Terra;Marche;FIUME TENNA;1987;15.722
Olio;Terra;Marche;FIUME TENNA;1988;10.860
Olio;Terra;Marche;FIUME TENNA;1989;8.581
Olio;Terra;Marche;FIUME TENNA;1990;6.166
Olio;Terra;Marche;FIUME TENNA;1991;3.936
Olio;Terra;Marche;FIUME TENNA;1992;1.178
Olio;Terra;Lombardia;GAGGIANO;1987;29.603
Olio;Terra;Lombardia;GAGGIANO;1988;16.761
Olio;Terra;Lombardia;GAGGIANO;1989;12.623
Olio;Terra;Lombardia;GAGGIANO;1990;15.954
Olio;Terra;Lombardia;GAGGIANO;1991;12.468
Olio;Terra;Lombardia;GAGGIANO;1992;10.337
Olio;Terra;Lombardia;GAGGIANO;1993;11.183
Olio;Terra;Lombardia;GAGGIANO;1994;11.065
Olio;Terra;Lombardia;GAGGIANO;1995;4.217
Olio;Terra;Lombardia;GAGGIANO;1998;1.022
Olio;Terra;Lombardia;GAGGIANO;2001;92.736
Olio;Terra;Lombardia;GAGGIANO;2002;41.966
Olio;Terra;Lombardia;GAGGIANO;2003;13.057
Olio;Terra;Sicilia;GELA;0;12.142.679
Olio;Terra;Sicilia;GELA;1980;519.399
Olio;Terra;Sicilia;GELA;1981;505.198
Olio;Terra;Sicilia;GELA;1982;478.640
Olio;Terra;Sicilia;GELA;1983;448.045
Olio;Terra;Sicilia;GELA;1984;471.975
Olio;Terra;Sicilia;GELA;1985;453.816
Olio;Terra;Sicilia;GELA;1986;523.722
Olio;Terra;Sicilia;GELA;1987;618.300
Olio;Terra;Sicilia;GELA;1988;621.207
Olio;Terra;Sicilia;GELA;1989;502.168
Olio;Terra;Sicilia;GELA;1990;503.329
Olio;Terra;Sicilia;GELA;1991;450.414
Olio;Terra;Sicilia;GELA;1992;439.826
Olio;Terra;Sicilia;GELA;1993;459.779
Olio;Terra;Sicilia;GELA;1994;442.639
Olio;Terra;Sicilia;GELA;1995;397.507
Olio;Terra;Sicilia;GELA;1996;370.071
Olio;Terra;Sicilia;GELA;1997;363.453
Olio;Terra;Sicilia;GELA;1998;384.772
Olio;Terra;Sicilia;GELA;1999;358.490
Olio;Terra;Sicilia;GELA;2000;335.611
Olio;Terra;Sicilia;GELA;2001;346.369
Olio;Terra;Sicilia;GELA;2002;326.629
Olio;Terra;Sicilia;GELA;2003;324.122
Olio;Terra;Sicilia;GIAURONE;1990;9.842
Olio;Terra;Sicilia;GIAURONE;1991;41.957
Olio;Terra;Sicilia;GIAURONE;1992;81.069
Olio;Terra;Sicilia;GIAURONE;1993;100.962
Olio;Terra;Sicilia;GIAURONE;1994;93.538
Olio;Terra;Sicilia;GIAURONE;1995;91.744
Olio;Terra;Sicilia;GIAURONE;1996;97.701
Olio;Terra;Sicilia;GIAURONE;1997;97.709
Olio;Terra;Sicilia;GIAURONE;1998;101.055
Olio;Terra;Sicilia;GIAURONE;1999;99.877
Olio;Terra;Sicilia;GIAURONE;2000;98.329
Olio;Terra;Sicilia;GIAURONE;2001;105.197
Olio;Terra;Sicilia;GIAURONE;2002;87.436
Olio;Terra;Sicilia;GIAURONE;2003;88.982
Olio;Terra;Basilicata;GORGOGLIONE;1991;854
Olio;Terra;Basilicata;GORGOGLIONE;1992;8.436
Olio;Terra;Basilicata;GORGOGLIONE;1997;193
Olio;Terra;Basilicata;GORGOGLIONE;2000;186.854
Olio;Terra;Basilicata;GORGOGLIONE;2001;202.377
Olio;Terra;Basilicata;GORGOGLIONE;2002;159.679
Olio;Terra;Basilicata;GRUMENTO NOVA;1989;11.902
Olio;Terra;Basilicata;GRUMENTO NOVA;1990;733
Olio;Terra;Basilicata;GRUMENTO NOVA;1991;1.641
Olio;Terra;Basilicata;GRUMENTO NOVA;1992;2.448
Olio;Terra;Basilicata;GRUMENTO NOVA;1993;104.436
Olio;Terra;Basilicata;GRUMENTO NOVA;1994;174.027
Olio;Terra;Basilicata;GRUMENTO NOVA;1995;230.460
Olio;Terra;Basilicata;GRUMENTO NOVA;1996;282.238
Olio;Terra;Basilicata;GRUMENTO NOVA;1997;360.565
Olio;Terra;Basilicata;GRUMENTO NOVA;1998;341.512
Olio;Terra;Basilicata;GRUMENTO NOVA;1999;408.675
Olio;Terra;Basilicata;GRUMENTO NOVA;2000;421.955
Olio;Terra;Basilicata;GRUMENTO NOVA;2001;849.135
Olio;Terra;Basilicata;GRUMENTO NOVA;2002;2.453.048
Olio;Terra;Basilicata;GRUMENTO NOVA;2003;3.129.680
Olio;Terra;Sicilia;IRMINIO;1993;21.259
Olio;Terra;Sicilia;IRMINIO;1995;7.251
Olio;Terra;Sicilia;IRMINIO;1996;3.344
Olio;Terra;Sicilia;IRMINIO;1997;1.796
Olio;Terra;Lombardia;MALOSSA;0;1.263.500
Olio;Terra;Lombardia;MALOSSA;1980;520.429
Olio;Terra;Lombardia;MALOSSA;1981;259.215
Olio;Terra;Lombardia;MALOSSA;1982;230.997
Olio;Terra;Lombardia;MALOSSA;1983;208.549
Olio;Terra;Lombardia;MALOSSA;1984;184.295
Olio;Terra;Lombardia;MALOSSA;1985;205.847
Olio;Terra;Lombardia;MALOSSA;1986;168.482
Olio;Terra;Lombardia;MALOSSA;1987;56.626
Olio;Terra;Lombardia;MALOSSA;1988;61.425
Olio;Terra;Lombardia;MALOSSA;1989;27.900
Olio;Terra;Lombardia;MALOSSA;1990;15.205
Olio;Terra;Lombardia;MALOSSA;1991;12.287
Olio;Terra;Lombardia;MALOSSA;1992;11.142
Olio;Terra;Molise;MASSERIA VERTICCHIO;0;164.400
Olio;Terra;Molise;MASSERIA VERTICCHIO;1980;6.311
Olio;Terra;Molise;MASSERIA VERTICCHIO;1981;3.815
Olio;Terra;Molise;MASSERIA VERTICCHIO;1982;5.942
Olio;Terra;Molise;MASSERIA VERTICCHIO;1983;3.948
Olio;Terra;Molise;MASSERIA VERTICCHIO;1984;11.841
Olio;Terra;Molise;MASSERIA VERTICCHIO;1985;12.677
Olio;Terra;Molise;MASSERIA VERTICCHIO;1986;26.385
Olio;Terra;Molise;MASSERIA VERTICCHIO;1987;50.407
Olio;Terra;Molise;MASSERIA VERTICCHIO;1988;41.168
Olio;Terra;Molise;MASSERIA VERTICCHIO;1989;45.769
Olio;Terra;Molise;MASSERIA VERTICCHIO;1990;46.844
Olio;Terra;Molise;MASSERIA VERTICCHIO;1991;54.333
Olio;Terra;Molise;MASSERIA VERTICCHIO;1992;47.880
Olio;Terra;Molise;MASSERIA VERTICCHIO;1993;44.205
Olio;Terra;Molise;MASSERIA VERTICCHIO;1994;45.926
Olio;Terra;Molise;MASSERIA VERTICCHIO;1995;46.831
Olio;Terra;Molise;MASSERIA VERTICCHIO;1996;48.044
Olio;Terra;Molise;MASSERIA VERTICCHIO;1997;43.826
Olio;Terra;Molise;MASSERIA VERTICCHIO;1998;42.357
Olio;Terra;Molise;MASSERIA VERTICCHIO;1999;41.547
Olio;Terra;Molise;MASSERIA VERTICCHIO;2000;40.003
Olio;Terra;Molise;MASSERIA VERTICCHIO;2001;61.394
Olio;Terra;Molise;MASSERIA VERTICCHIO;2002;35.324
Olio;Terra;Molise;MASSERIA VERTICCHIO;2003;34.027
Olio;Terra;Emilia Romagna;MIRANDOLA;1980;42.069
Olio;Terra;Emilia Romagna;MIRANDOLA;1981;45.348
Olio;Terra;Emilia Romagna;MIRANDOLA;1982;196.110
Olio;Terra;Emilia Romagna;MIRANDOLA;1983;163.167
Olio;Terra;Emilia Romagna;MIRANDOLA;1984;142.339
Olio;Terra;Emilia Romagna;MIRANDOLA;1985;126.096
Olio;Terra;Emilia Romagna;MIRANDOLA;1986;134.155
Olio;Terra;Emilia Romagna;MIRANDOLA;1987;120.666
Olio;Terra;Emilia Romagna;MIRANDOLA;1988;150.781
Olio;Terra;Emilia Romagna;MIRANDOLA;1989;160.263
Olio;Terra;Emilia Romagna;MIRANDOLA;1990;144.786
Olio;Terra;Emilia Romagna;MIRANDOLA;1991;132.017
Olio;Terra;Emilia Romagna;MIRANDOLA;1992;110.377
Olio;Terra;Emilia Romagna;MIRANDOLA;1993;97.322
Olio;Terra;Emilia Romagna;MIRANDOLA;1994;96.538
Olio;Terra;Emilia Romagna;MIRANDOLA;1995;85.769
Olio;Terra;Emilia Romagna;MIRANDOLA;1996;74.637
Olio;Terra;Emilia Romagna;MIRANDOLA;1997;63.608
Olio;Terra;Emilia Romagna;MIRANDOLA;1998;47.279
Olio;Terra;Emilia Romagna;MIRANDOLA;1999;42.832
Olio;Terra;Emilia Romagna;MIRANDOLA;2000;55.061
Olio;Terra;Emilia Romagna;MIRANDOLA;2001;57.710
Olio;Terra;Emilia Romagna;MIRANDOLA;2002;67.850
Olio;Terra;Emilia Romagna;MIRANDOLA;2003;51.876
Olio;Terra;Basilicata;MONTE STROMBONE;1981;232
Olio;Terra;Abruzzo;PIETRANICO;1985;146
Olio;Terra;Abruzzo;PIETRANICO;1986;34
Olio;Terra;Abruzzo;POLLUTRI;1983;216
Olio;Terra;Sicilia;RAGUSA;0;16.907.817
Olio;Terra;Sicilia;RAGUSA;1980;242.438
Olio;Terra;Sicilia;RAGUSA;1981;239.809
Olio;Terra;Sicilia;RAGUSA;1982;223.630
Olio;Terra;Sicilia;RAGUSA;1983;226.256
Olio;Terra;Sicilia;RAGUSA;1984;243.609
Olio;Terra;Sicilia;RAGUSA;1985;238.236
Olio;Terra;Sicilia;RAGUSA;1986;236.664
Olio;Terra;Sicilia;RAGUSA;1987;260.721
Olio;Terra;Sicilia;RAGUSA;1988;250.465
Olio;Terra;Sicilia;RAGUSA;1989;220.293
Olio;Terra;Sicilia;RAGUSA;1990;217.526
Olio;Terra;Sicilia;RAGUSA;1991;255.681
Olio;Terra;Sicilia;RAGUSA;1992;269.882
Olio;Terra;Sicilia;RAGUSA;1993;253.680
Olio;Terra;Sicilia;RAGUSA;1994;250.391
Olio;Terra;Sicilia;RAGUSA;1995;250.347
Olio;Terra;Sicilia;RAGUSA;1996;236.793
Olio;Terra;Sicilia;RAGUSA;1997;241.547
Olio;Terra;Sicilia;RAGUSA;1998;235.919
Olio;Terra;Sicilia;RAGUSA;1999;198.384
Olio;Terra;Sicilia;RAGUSA;2000;186.272
Olio;Terra;Sicilia;RAGUSA;2001;165.747
Olio;Terra;Sicilia;RAGUSA;2002;307.872
Olio;Terra;Sicilia;RAGUSA;2003;323.284
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1981;153
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1982;358
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1983;717
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1987;741
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1988;20.597
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1989;29.701
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1990;32.078
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1991;25.309
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1992;19.213
Olio;Terra;Campania;SAN MARCO DEI CAVOTI;1993;5.837
Olio;Terra;Basilicata;SERRA PIZZUTA;0;817.800
Olio;Terra;Basilicata;SERRA PIZZUTA;1980;36.354
Olio;Terra;Basilicata;SERRA PIZZUTA;1981;38.651
Olio;Terra;Basilicata;SERRA PIZZUTA;1982;16.583
Olio;Terra;Basilicata;SERRA PIZZUTA;1983;31.545
Olio;Terra;Basilicata;SERRA PIZZUTA;1984;41.606
Olio;Terra;Basilicata;SERRA PIZZUTA;1985;44.031
Olio;Terra;Basilicata;SERRA PIZZUTA;1986;61.786
Olio;Terra;Basilicata;SERRA PIZZUTA;1987;78.748
Olio;Terra;Basilicata;SERRA PIZZUTA;1988;70.242
Olio;Terra;Basilicata;SERRA PIZZUTA;1989;71.289
Olio;Terra;Basilicata;SERRA PIZZUTA;1990;69.007
Olio;Terra;Basilicata;SERRA PIZZUTA;1991;61.919
Olio;Terra;Basilicata;SERRA PIZZUTA;1992;55.676
Olio;Terra;Basilicata;SERRA PIZZUTA;1993;51.459
Olio;Terra;Basilicata;SERRA PIZZUTA;1994;44.022
Olio;Terra;Basilicata;SERRA PIZZUTA;1995;40.372
Olio;Terra;Basilicata;SERRA PIZZUTA;1996;33.434
Olio;Terra;Basilicata;SERRA PIZZUTA;1997;28.299
Olio;Terra;Basilicata;SERRA PIZZUTA;1998;27.048
Olio;Terra;Basilicata;SERRA PIZZUTA;1999;36.769
Olio;Terra;Basilicata;SERRA PIZZUTA;2000;51.320
Olio;Terra;Basilicata;SERRA PIZZUTA;2001;34.718
Olio;Terra;Basilicata;SERRA PIZZUTA;2002;24.251
Olio;Terra;Basilicata;SERRA PIZZUTA;2003;47.537
Olio;Terra;Lazio;STRANGOLAGALLI;0;11.603
Olio;Terra;Lazio;STRANGOLAGALLI;1980;2.056
Olio;Terra;Lazio;STRANGOLAGALLI;1981;1.920
Olio;Terra;Lazio;STRANGOLAGALLI;1982;1.477
Olio;Terra;Lazio;STRANGOLAGALLI;1983;2.889
Olio;Terra;Lazio;STRANGOLAGALLI;1984;1.901
Olio;Terra;Lazio;STRANGOLAGALLI;1985;1.511
Olio;Terra;Lazio;STRANGOLAGALLI;1986;428
Olio;Terra;Lazio;STRANGOLAGALLI;1987;931
Olio;Terra;Lazio;STRANGOLAGALLI;1988;973
Olio;Terra;Lazio;STRANGOLAGALLI;1989;1.146
Olio;Terra;Lazio;STRANGOLAGALLI;1990;1.137
Olio;Terra;Lazio;STRANGOLAGALLI;1991;905
Olio;Terra;Lazio;STRANGOLAGALLI;1992;150
Olio;Terra;Lazio;STRANGOLAGALLI;1993;245
Olio;Terra;Lazio;STRANGOLAGALLI;1994;1.423
Olio;Terra;Lazio;STRANGOLAGALLI;1995;1.080
Olio;Terra;Lazio;STRANGOLAGALLI;1996;887
Olio;Terra;Lazio;STRANGOLAGALLI;1997;773
Olio;Terra;Lazio;STRANGOLAGALLI;1998;655
Olio;Terra;Lazio;STRANGOLAGALLI;1999;504
Olio;Terra;Lazio;STRANGOLAGALLI;2000;578
Olio;Terra;Lazio;STRANGOLAGALLI;2001;620
Olio;Terra;Lazio;STRANGOLAGALLI;2002;410
Olio;Terra;Lazio;STRANGOLAGALLI;2003;210
Olio;Terra;Emilia Romagna;VALLEZZA;0;159.296
Olio;Terra;Emilia Romagna;VALLEZZA;1980;135
Olio;Terra;Emilia Romagna;VALLEZZA;1981;163
Olio;Terra;Emilia Romagna;VALLEZZA;1982;191
Olio;Terra;Emilia Romagna;VALLEZZA;1983;261
Olio;Terra;Emilia Romagna;VALLEZZA;1984;189
Olio;Terra;Emilia Romagna;VALLEZZA;1985;200
Olio;Terra;Emilia Romagna;VALLEZZA;1986;156
Olio;Terra;Emilia Romagna;VALLEZZA;1987;66
Olio;Terra;Emilia Romagna;VALLEZZA;1988;52
Olio;Terra;Emilia Romagna;VALLEZZA;1989;111
Olio;Terra;Emilia Romagna;VALLEZZA;1992;2
Olio;Terra;Emilia Romagna;VALLEZZA;1993;1
Olio;Terra;Emilia Romagna;VIGATTO;0;13.600
Olio;Terra;Emilia Romagna;VIGATTO;1980;261
Olio;Terra;Emilia Romagna;VIGATTO;1981;309
Olio;Terra;Emilia Romagna;VIGATTO;1982;288
Olio;Terra;Emilia Romagna;VIGATTO;1983;212
Olio;Terra;Emilia Romagna;VIGATTO;1984;215
Olio;Terra;Emilia Romagna;VIGATTO;1985;631
Olio;Terra;Emilia Romagna;VIGATTO;1986;707
Olio;Terra;Emilia Romagna;VIGATTO;1987;301
Olio;Terra;Emilia Romagna;VIGATTO;1988;290
Olio;Terra;Emilia Romagna;VIGATTO;1989;194
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1988;227.605
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1989;457.472
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1990;551.217
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1991;887.438
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1992;1.561.727
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1993;1.958.002
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1994;2.452.701
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1995;2.931.545
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1996;3.166.818
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1997;3.487.173
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1998;2.782.186
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;1999;2.124.130
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;2000;1.644.430
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;2001;1.220.356
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;2002;851.994
Olio;Terra;Piemonte;VILLAFORTUNA-TRECATE;2003;440.132
Olio;Terra;Basilicata;VOLTURINO;1992;949
Olio;Terra;Basilicata;VOLTURINO;1996;1.416
Olio;Terra;Basilicata;VOLTURINO;1997;864
Olio;Terra;Basilicata;VOLTURINO;1998;2.250
Olio;Terra;Basilicata;VOLTURINO;1999;14.367
Olio;Terra;Basilicata;VOLTURINO;2000;92.735
Olio;Terra;Basilicata;VOLTURINO;2001;3.197
Olio;Terra;Basilicata;VOLTURINO;2002;1.136
Olio;Terra;Basilicata;VOLTURINO;2003;85.322
Olio;Mare;Zona B;B.C 3.AS;1985;32.235
Olio;Mare;Zona B;B.C 3.AS;1986;42.082
Olio;Mare;Zona B;B.C 3.AS;1987;3.655
Olio;Mare;Zona B;B.C 3.AS;1990;24.088
Olio;Mare;Zona B;B.C 3.AS;1993;447
Olio;Mare;Zona B;B.C 7.LF;0;468.178
Olio;Mare;Zona B;B.C 7.LF;1980;202.801
Olio;Mare;Zona B;B.C 7.LF;1981;221.803
Olio;Mare;Zona B;B.C 7.LF;1982;253.334
